关键词,技术领域,细分方向,产业板块,核心程度得分,匹配类型,上下文要求,来源类型
缝纫机式植入机器人,植入手术与辅助设备,手术机器人,上游植入服务,4,core,无需上下文,两份附件/中国信通院/工信部
脑机缝合机器人,植入手术与辅助设备,手术机器人,上游植入服务,4,core,无需上下文,两份附件/中国信通院/工信部
自动电极植入,植入手术与辅助设备,手术机器人,上游植入服务,4,core,无需上下文,两份附件/中国信通院/工信部
血管避让电极植入,植入手术与辅助设备,手术机器人,上游植入服务,4,core,无需上下文,两份附件/中国信通院/工信部
微米级神经植入,植入手术与辅助设备,手术机器人,上游植入服务,4,core,无需上下文,两份附件/中国信通院/工信部
亚微米植入控制,植入手术与辅助设备,手术机器人,上游植入服务,4,core,无需上下文,两份附件/中国信通院/工信部
脑机立体定向植入,植入手术与辅助设备,导航定位与影像,上游植入服务,4,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,五道口报告/工信部/FDA
神经导航电极植入,植入手术与辅助设备,导航定位与影像,上游植入服务,4,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,五道口报告/工信部/FDA
脑区靶点定位,植入手术与辅助设备,导航定位与影像,上游植入服务,4,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,五道口报告/工信部/FDA
脑机术中导航,植入手术与辅助设备,导航定位与影像,上游植入服务,4,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,五道口报告/工信部/FDA
植入区域实时成像,植入手术与辅助设备,导航定位与影像,上游植入服务,4,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,五道口报告/工信部/FDA
脑血管三维重建植入,植入手术与辅助设备,导航定位与影像,上游植入服务,4,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,五道口报告/工信部/FDA
功能磁共振引导脑机,植入手术与辅助设备,导航定位与影像,上游植入服务,4,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,五道口报告/工信部/FDA
脑机机器人路径规划,植入手术与辅助设备,导航定位与影像,上游植入服务,4,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,五道口报告/工信部/FDA
电极植入轨迹规划,植入手术与辅助设备,导航定位与影像,上游植入服务,4,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,五道口报告/工信部/FDA
脑机微创递送,植入手术与辅助设备,微创递送,上游植入服务,4,core,无需上下文,中国信通院/资本研报/科研机构
颅骨微缝电极植入,植入手术与辅助设备,微创递送,上游植入服务,4,core,无需上下文,中国信通院/资本研报/科研机构
微孔电极植入,植入手术与辅助设备,微创递送,上游植入服务,4,core,无需上下文,中国信通院/资本研报/科研机构
注射式神经电极,植入手术与辅助设备,微创递送,上游植入服务,4,core,无需上下文,中国信通院/资本研报/科研机构
可展开神经电极,植入手术与辅助设备,微创递送,上游植入服务,4,core,无需上下文,中国信通院/资本研报/科研机构
血管内支架电极递送,植入手术与辅助设备,微创递送,上游植入服务,4,core,无需上下文,中国信通院/资本研报/科研机构
脑静脉窦电极递送,植入手术与辅助设备,微创递送,上游植入服务,4,core,无需上下文,中国信通院/资本研报/科研机构
柔性微丝植入,植入手术与辅助设备,微创递送,上游植入服务,4,core,无需上下文,中国信通院/资本研报/科研机构
神经电极拔除装置,植入手术与辅助设备,微创递送,上游植入服务,4,core,无需上下文,中国信通院/资本研报/科研机构
脑控光标,脑控外设与人机交互,输入通信,下游应用,3,core,无需上下文,两份附件/资本研报
脑控键盘,脑控外设与人机交互,输入通信,下游应用,3,core,无需上下文,两份附件/资本研报
脑控拼写器,脑控外设与人机交互,输入通信,下游应用,3,core,无需上下文,两份附件/资本研报
脑机字符输入,脑控外设与人机交互,输入通信,下游应用,3,core,无需上下文,两份附件/资本研报
脑控中文输入,脑控外设与人机交互,输入通信,下游应用,3,core,无需上下文,两份附件/资本研报
脑控语音合成,脑控外设与人机交互,输入通信,下游应用,3,core,无需上下文,两份附件/资本研报
脑机辅助沟通,脑控外设与人机交互,输入通信,下游应用,3,core,无需上下文,两份附件/资本研报
脑控计算机,脑控外设与人机交互,输入通信,下游应用,3,core,无需上下文,两份附件/资本研报
意念输入系统,脑控外设与人机交互,输入通信,下游应用,3,core,无需上下文,两份附件/资本研报
脑控机械臂,脑控外设与人机交互,机器人与假肢,下游应用,3,core,无需上下文,两份附件/FDA/资本研报
脑控机器人,脑控外设与人机交互,机器人与假肢,下游应用,3,core,无需上下文,两份附件/FDA/资本研报
脑控仿生手,脑控外设与人机交互,机器人与假肢,下游应用,3,core,无需上下文,两份附件/FDA/资本研报
脑控假肢,脑控外设与人机交互,机器人与假肢,下游应用,3,core,无需上下文,两份附件/FDA/资本研报
脑机神经义肢,脑控外设与人机交互,机器人与假肢,下游应用,3,core,无需上下文,两份附件/FDA/资本研报
脑控灵巧手,脑控外设与人机交互,机器人与假肢,下游应用,3,core,无需上下文,两份附件/FDA/资本研报
脑控外骨骼,脑控外设与人机交互,机器人与假肢,下游应用,3,core,无需上下文,两份附件/FDA/资本研报
脑机外骨骼,脑控外设与人机交互,机器人与假肢,下游应用,3,core,无需上下文,两份附件/FDA/资本研报
脑控康复机器人,脑控外设与人机交互,机器人与假肢,下游应用,3,core,无需上下文,两份附件/FDA/资本研报
意念控制机械手,脑控外设与人机交互,机器人与假肢,下游应用,3,core,无需上下文,两份附件/FDA/资本研报
脑控轮椅,脑控外设与人机交互,移动与环境控制,下游应用,2,core,无需上下文,两份附件/科研机构
脑控无人机,脑控外设与人机交互,移动与环境控制,下游应用,2,core,无需上下文,两份附件/科研机构
脑控无人车,脑控外设与人机交互,移动与环境控制,下游应用,2,core,无需上下文,两份附件/科研机构
脑控移动机器人,脑控外设与人机交互,移动与环境控制,下游应用,2,core,无需上下文,两份附件/科研机构
脑控智能家居,脑控外设与人机交互,移动与环境控制,下游应用,2,core,无需上下文,两份附件/科研机构
意念控制家电,脑控外设与人机交互,移动与环境控制,下游应用,2,core,无需上下文,两份附件/科研机构
脑控辅助驾驶,脑控外设与人机交互,移动与环境控制,下游应用,2,core,无需上下文,两份附件/科研机构
脑控物联网,脑控外设与人机交互,移动与环境控制,下游应用,2,core,无需上下文,两份附件/科研机构
脑机环境控制,脑控外设与人机交互,移动与环境控制,下游应用,2,core,无需上下文,两份附件/科研机构
脑机虚拟现实,脑控外设与人机交互,虚拟现实与游戏,下游应用,2,core,无需上下文,两份附件/中国信通院
脑机增强现实,脑控外设与人机交互,虚拟现实与游戏,下游应用,2,core,无需上下文,两份附件/中国信通院
BCI-VR,脑控外设与人机交互,虚拟现实与游戏,下游应用,2,core,无需上下文,两份附件/中国信通院
BCI-AR,脑控外设与人机交互,虚拟现实与游戏,下游应用,2,core,无需上下文,两份附件/中国信通院
脑控游戏,脑控外设与人机交互,虚拟现实与游戏,下游应用,2,core,无需上下文,两份附件/中国信通院
意念游戏控制,脑控外设与人机交互,虚拟现实与游戏,下游应用,2,core,无需上下文,两份附件/中国信通院
沉浸式脑机交互,脑控外设与人机交互,虚拟现实与游戏,下游应用,2,core,无需上下文,两份附件/中国信通院
神经反馈虚拟现实,脑控外设与人机交互,虚拟现实与游戏,下游应用,2,core,无需上下文,两份附件/中国信通院
脑机元宇宙,脑控外设与人机交互,虚拟现实与游戏,下游应用,2,core,无需上下文,两份附件/中国信通院
脑机运动康复,医疗康复应用,运动功能恢复,下游应用,3,core,无需上下文,两份附件/资本研报
脑机卒中康复,医疗康复应用,运动功能恢复,下游应用,3,core,无需上下文,两份附件/资本研报
脑机偏瘫康复,医疗康复应用,运动功能恢复,下游应用,3,core,无需上下文,两份附件/资本研报
脑机脊髓损伤康复,医疗康复应用,运动功能恢复,下游应用,3,core,无需上下文,两份附件/资本研报
脑机瘫痪康复,医疗康复应用,运动功能恢复,下游应用,3,core,无需上下文,两份附件/资本研报
脑机手功能康复,医疗康复应用,运动功能恢复,下游应用,3,core,无需上下文,两份附件/资本研报
运动想象康复训练,医疗康复应用,运动功能恢复,下游应用,3,core,无需上下文,两份附件/资本研报
脑机步态康复,医疗康复应用,运动功能恢复,下游应用,3,core,无需上下文,两份附件/资本研报
脑机神经功能重建,医疗康复应用,运动功能恢复,下游应用,3,core,无需上下文,两份附件/资本研报
脑机失语康复,医疗康复应用,交流与功能替代,下游应用,3,core,无需上下文,两份附件/FDA/资本研报
脑机渐冻症沟通,医疗康复应用,交流与功能替代,下游应用,3,core,无需上下文,两份附件/FDA/资本研报
ALS脑机沟通,医疗康复应用,交流与功能替代,下游应用,3,core,无需上下文,两份附件/FDA/资本研报
闭锁综合征脑机接口,医疗康复应用,交流与功能替代,下游应用,3,core,无需上下文,两份附件/FDA/资本研报
脑机辅助交流,医疗康复应用,交流与功能替代,下游应用,3,core,无需上下文,两份附件/FDA/资本研报
脑机神经功能替代,医疗康复应用,交流与功能替代,下游应用,3,core,无需上下文,两份附件/FDA/资本研报
脑机感觉功能替代,医疗康复应用,交流与功能替代,下游应用,3,core,无需上下文,两份附件/FDA/资本研报
脑机运动功能替代,医疗康复应用,交流与功能替代,下游应用,3,core,无需上下文,两份附件/FDA/资本研报
脑机帕金森治疗,医疗康复应用,神经精神疾病,下游应用,2,core,无需上下文,两份附件/中国信通院
脑机震颤治疗,医疗康复应用,神经精神疾病,下游应用,2,core,无需上下文,两份附件/中国信通院
脑机癫痫治疗,医疗康复应用,神经精神疾病,下游应用,2,core,无需上下文,两份附件/中国信通院
脑机抑郁症治疗,医疗康复应用,神经精神疾病,下游应用,2,core,无需上下文,两份附件/中国信通院
脑机强迫症治疗,医疗康复应用,神经精神疾病,下游应用,2,core,无需上下文,两份附件/中国信通院
脑机成瘾戒除,医疗康复应用,神经精神疾病,下游应用,2,core,无需上下文,两份附件/中国信通院
脑机自闭症干预,医疗康复应用,神经精神疾病,下游应用,2,core,无需上下文,两份附件/中国信通院
脑机阿尔茨海默治疗,医疗康复应用,神经精神疾病,下游应用,2,core,无需上下文,两份附件/中国信通院
脑机疼痛调控,医疗康复应用,神经精神疾病,下游应用,2,core,无需上下文,两份附件/中国信通院
脑机意识障碍评估,医疗康复应用,神经精神疾病,下游应用,2,core,无需上下文,两份附件/中国信通院
脑机视觉假体,医疗康复应用,感觉神经假体,下游应用,3,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,两份附件/FDA/资本研报
皮层视觉假体,医疗康复应用,感觉神经假体,下游应用,3,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,两份附件/FDA/资本研报
脑机人工耳蜗,医疗康复应用,感觉神经假体,下游应用,3,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,两份附件/FDA/资本研报
闭环人工耳蜗,医疗康复应用,感觉神经假体,下游应用,3,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,两份附件/FDA/资本研报
脑机听觉假体,医疗康复应用,感觉神经假体,下游应用,3,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,两份附件/FDA/资本研报
脑机触觉假体,医疗康复应用,感觉神经假体,下游应用,3,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,两份附件/FDA/资本研报
感觉神经假体,医疗康复应用,感觉神经假体,下游应用,3,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,两份附件/FDA/资本研报
视皮层假体,医疗康复应用,感觉神经假体,下游应用,3,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,两份附件/FDA/资本研报
人工感觉重建,医疗康复应用,感觉神经假体,下游应用,3,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,两份附件/FDA/资本研报
脑机疲劳监测,消费工业与研究应用,状态监测,下游应用,2,core,无需上下文,两份附件/中国信通院
脑电驾驶疲劳监测,消费工业与研究应用,状态监测,下游应用,2,core,无需上下文,两份附件/中国信通院
脑机注意力监测,消费工业与研究应用,状态监测,下游应用,2,core,无需上下文,两份附件/中国信通院
脑机情绪监测,消费工业与研究应用,状态监测,下游应用,2,core,无需上下文,两份附件/中国信通院
脑机睡眠监测,消费工业与研究应用,状态监测,下游应用,2,core,无需上下文,两份附件/中国信通院
脑机压力监测,消费工业与研究应用,状态监测,下游应用,2,core,无需上下文,两份附件/中国信通院
脑机认知负荷评估,消费工业与研究应用,状态监测,下游应用,2,core,无需上下文,两份附件/中国信通院
脑机作业状态监测,消费工业与研究应用,状态监测,下游应用,2,core,无需上下文,两份附件/中国信通院
脑纹身份认证,消费工业与研究应用,状态监测,下游应用,2,core,无需上下文,两份附件/中国信通院
脑机专注力训练,消费工业与研究应用,教育娱乐与增强,下游应用,2,core,无需上下文,两份附件/中国信通院
脑机认知训练,消费工业与研究应用,教育娱乐与增强,下游应用,2,core,无需上下文,两份附件/中国信通院
脑机记忆增强,消费工业与研究应用,教育娱乐与增强,下游应用,2,core,无需上下文,两份附件/中国信通院
脑机教育,消费工业与研究应用,教育娱乐与增强,下游应用,2,core,无需上下文,两份附件/中国信通院
脑机体育训练,消费工业与研究应用,教育娱乐与增强,下游应用,2,core,无需上下文,两份附件/中国信通院
脑机艺术创作,消费工业与研究应用,教育娱乐与增强,下游应用,2,core,无需上下文,两份附件/中国信通院
脑机娱乐,消费工业与研究应用,教育娱乐与增强,下游应用,2,core,无需上下文,两份附件/中国信通院
脑机消费头环,消费工业与研究应用,教育娱乐与增强,下游应用,2,core,无需上下文,两份附件/中国信通院
脑机睡眠改善,消费工业与研究应用,教育娱乐与增强,下游应用,2,core,无需上下文,两份附件/中国信通院
脑机工业安全,消费工业与研究应用,工业交通与航天,下游应用,2,core,无需上下文,两份附件/工信部/资本研报
脑机高危作业,消费工业与研究应用,工业交通与航天,下游应用,2,core,无需上下文,两份附件/工信部/资本研报
脑机矿井作业监测,消费工业与研究应用,工业交通与航天,下游应用,2,core,无需上下文,两份附件/工信部/资本研报
脑机驾驶监测,消费工业与研究应用,工业交通与航天,下游应用,2,core,无需上下文,两份附件/工信部/资本研报
脑机智能座舱,消费工业与研究应用,工业交通与航天,下游应用,2,core,无需上下文,两份附件/工信部/资本研报
脑机航空航天,消费工业与研究应用,工业交通与航天,下游应用,2,core,无需上下文,两份附件/工信部/资本研报
脑机航天员状态,消费工业与研究应用,工业交通与航天,下游应用,2,core,无需上下文,两份附件/工信部/资本研报
脑机制造协同,消费工业与研究应用,工业交通与航天,下游应用,2,core,无需上下文,两份附件/工信部/资本研报
脑机人因工程,消费工业与研究应用,工业交通与航天,下游应用,2,core,无需上下文,两份附件/工信部/资本研报
脑机接口科研平台,消费工业与研究应用,科研工具与平台,支撑平台,3,core,无需上下文,两份附件/中国信通院
BCI2000,消费工业与研究应用,科研工具与平台,支撑平台,3,core,无需上下文,两份附件/中国信通院
BCILAB,消费工业与研究应用,科研工具与平台,支撑平台,3,core,无需上下文,两份附件/中国信通院
脑机开源平台,消费工业与研究应用,科研工具与平台,支撑平台,3,core,无需上下文,两份附件/中国信通院
神经数据分析平台,消费工业与研究应用,科研工具与平台,支撑平台,3,core,无需上下文,两份附件/中国信通院
脑机算法云平台,消费工业与研究应用,科研工具与平台,支撑平台,3,core,无需上下文,两份附件/中国信通院
脑机临床转化平台,消费工业与研究应用,科研工具与平台,支撑平台,3,core,无需上下文,两份附件/中国信通院
脑机测试验证平台,消费工业与研究应用,科研工具与平台,支撑平台,3,core,无需上下文,两份附件/中国信通院
脑机数据集平台,消费工业与研究应用,科研工具与平台,支撑平台,3,core,无需上下文,两份附件/中国信通院
脑机接口外壳,消费工业与研究应用,外围配套与服务,外围配套,1,core,无需上下文,产业链上下文补充
脑机接口支架,消费工业与研究应用,外围配套与服务,外围配套,1,core,无需上下文,产业链上下文补充
脑机接口连接器,消费工业与研究应用,外围配套与服务,外围配套,1,core,无需上下文,产业链上下文补充
脑机接口充电装置,消费工业与研究应用,外围配套与服务,外围配套,1,core,无需上下文,产业链上下文补充
脑机接口数据展示,消费工业与研究应用,外围配套与服务,外围配套,1,core,无需上下文,产业链上下文补充
脑机接口用户界面,消费工业与研究应用,外围配套与服务,外围配套,1,core,无需上下文,产业链上下文补充
脑机接口运维,消费工业与研究应用,外围配套与服务,外围配套,1,core,无需上下文,产业链上下文补充
脑机接口培训,消费工业与研究应用,外围配套与服务,外围配套,1,core,无需上下文,产业链上下文补充
脑机设备收纳,消费工业与研究应用,外围配套与服务,外围配套,1,core,无需上下文,产业链上下文补充
脑机设备佩戴辅助,消费工业与研究应用,外围配套与服务,外围配套,1,core,无需上下文,产业链上下文补充
脑机植入安全,安全伦理标准与临床,植入安全与可靠性,安全与服务,3,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,五道口报告/FDA/科研机构
神经植入体长期安全,安全伦理标准与临床,植入安全与可靠性,安全与服务,3,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,五道口报告/FDA/科研机构
脑机植入感染,安全伦理标准与临床,植入安全与可靠性,安全与服务,3,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,五道口报告/FDA/科研机构
神经电极胶质瘢痕,安全伦理标准与临床,植入安全与可靠性,安全与服务,3,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,五道口报告/FDA/科研机构
神经电极免疫反应,安全伦理标准与临床,植入安全与可靠性,安全与服务,3,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,五道口报告/FDA/科研机构
植入体机械失效,安全伦理标准与临床,植入安全与可靠性,安全与服务,3,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,五道口报告/FDA/科研机构
神经接口信号漂移,安全伦理标准与临床,植入安全与可靠性,安全与服务,3,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,五道口报告/FDA/科研机构
脑植入体取出,安全伦理标准与临床,植入安全与可靠性,安全与服务,3,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,五道口报告/FDA/科研机构
脑机植入可靠性,安全伦理标准与临床,植入安全与可靠性,安全与服务,3,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,五道口报告/FDA/科研机构
脑机电荷安全,安全伦理标准与临床,电气热与无线安全,安全与服务,3,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,FDA/工信部
神经刺激电荷平衡,安全伦理标准与临床,电气热与无线安全,安全与服务,3,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,FDA/工信部
神经刺激组织损伤,安全伦理标准与临床,电气热与无线安全,安全与服务,3,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,FDA/工信部
脑植入体温升,安全伦理标准与临床,电气热与无线安全,安全与服务,3,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,FDA/工信部
脑机无线暴露,安全伦理标准与临床,电气热与无线安全,安全与服务,3,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,FDA/工信部
植入式脑机电磁兼容,安全伦理标准与临床,电气热与无线安全,安全与服务,3,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,FDA/工信部
脑机接口抗干扰,安全伦理标准与临床,电气热与无线安全,安全与服务,3,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,FDA/工信部
脑机电池安全,安全伦理标准与临床,电气热与无线安全,安全与服务,3,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,FDA/工信部
脑机数据安全,安全伦理标准与临床,数据安全与神经伦理,安全与服务,3,core,无需上下文,两份附件/中国信通院
脑数据隐私,安全伦理标准与临床,数据安全与神经伦理,安全与服务,3,core,无需上下文,两份附件/中国信通院
神经数据隐私,安全伦理标准与临床,数据安全与神经伦理,安全与服务,3,core,无需上下文,两份附件/中国信通院
脑机网络安全,安全伦理标准与临床,数据安全与神经伦理,安全与服务,3,core,无需上下文,两份附件/中国信通院
脑信号加密,安全伦理标准与临床,数据安全与神经伦理,安全与服务,3,core,无需上下文,两份附件/中国信通院
脑电身份认证,安全伦理标准与临床,数据安全与神经伦理,安全与服务,3,core,无需上下文,两份附件/中国信通院
神经权利,安全伦理标准与临床,数据安全与神经伦理,安全与服务,3,core,无需上下文,两份附件/中国信通院
神经伦理,安全伦理标准与临床,数据安全与神经伦理,安全与服务,3,core,无需上下文,两份附件/中国信通院
认知自由,安全伦理标准与临床,数据安全与神经伦理,安全与服务,3,core,无需上下文,两份附件/中国信通院
心理隐私,安全伦理标准与临床,数据安全与神经伦理,安全与服务,3,core,无需上下文,两份附件/中国信通院
脑机知情同意,安全伦理标准与临床,数据安全与神经伦理,安全与服务,3,core,无需上下文,两份附件/中国信通院
脑机接口标准,安全伦理标准与临床,标准测试与评价,安全与服务,3,core,无需上下文,中国信通院/工信部/政策文件
脑机接口测试,安全伦理标准与临床,标准测试与评价,安全与服务,3,core,无需上下文,中国信通院/工信部/政策文件
脑机接口性能评价,安全伦理标准与临床,标准测试与评价,安全与服务,3,core,无需上下文,中国信通院/工信部/政策文件
脑机信息传输率,安全伦理标准与临床,标准测试与评价,安全与服务,3,core,无需上下文,中国信通院/工信部/政策文件
BCI信息传输率,安全伦理标准与临床,标准测试与评价,安全与服务,3,core,无需上下文,中国信通院/工信部/政策文件
脑机准确率评价,安全伦理标准与临床,标准测试与评价,安全与服务,3,core,无需上下文,中国信通院/工信部/政策文件
脑机数据集质量,安全伦理标准与临床,标准测试与评价,安全与服务,3,core,无需上下文,中国信通院/工信部/政策文件
脑电数据集评价,安全伦理标准与临床,标准测试与评价,安全与服务,3,core,无需上下文,中国信通院/工信部/政策文件
脑机互操作性,安全伦理标准与临床,标准测试与评价,安全与服务,3,core,无需上下文,中国信通院/工信部/政策文件
脑机接口协议标准,安全伦理标准与临床,标准测试与评价,安全与服务,3,core,无需上下文,中国信通院/工信部/政策文件
脑机接口临床试验,安全伦理标准与临床,临床试验与医疗器械,安全与服务,3,core,无需上下文,中国信通院/FDA/资本研报
植入式BCI临床,安全伦理标准与临床,临床试验与医疗器械,安全与服务,3,core,无需上下文,中国信通院/FDA/资本研报
脑机接口医疗器械,安全伦理标准与临床,临床试验与医疗器械,安全与服务,3,core,无需上下文,中国信通院/FDA/资本研报
脑机接口注册检验,安全伦理标准与临床,临床试验与医疗器械,安全与服务,3,core,无需上下文,中国信通院/FDA/资本研报
脑机接口非临床测试,安全伦理标准与临床,临床试验与医疗器械,安全与服务,3,core,无需上下文,中国信通院/FDA/资本研报
脑机可行性研究,安全伦理标准与临床,临床试验与医疗器械,安全与服务,3,core,无需上下文,中国信通院/FDA/资本研报
脑机关键性试验,安全伦理标准与临床,临床试验与医疗器械,安全与服务,3,core,无需上下文,中国信通院/FDA/资本研报
脑机全生命周期评价,安全伦理标准与临床,临床试验与医疗器械,安全与服务,3,core,无需上下文,中国信通院/FDA/资本研报
神经植入器械临床评价,安全伦理标准与临床,临床试验与医疗器械,安全与服务,3,core,无需上下文,中国信通院/FDA/资本研报
