第一申请人,第一申请人地区,第一申请人城市,year,biomanufacturing_patent_count,biomanufacturing_score_sum,biomanufacturing_score_mean,biomanufacturing_score_max,evidence_score_sum,evidence_score_mean,core_score_mean,core_score_max,main_categories,main_sub_categories,industry_segments,matched_terms,first_applicant_types
金宝医学科技(深圳)有限公司,中国,深圳,2024,1,1,1.0,1,1,1.0,1.0,1,产品与应用,氨基酸与有机酸发酵产品,应用产品,丙酮酸,企业
金日制药(中国)有限公司,中国,厦门市,2021,1,3,3.0,3,4,4.0,3.0,3,生物过程与规模化,下游分离纯化,生产制造,胶原蛋白；膜过滤,企业
金普诺安生物科技(苏州)有限公司,中国,苏州市,2021,1,3,3.0,3,5,5.0,3.0,3,生物过程与规模化,下游分离纯化,生产制造,层析纯化；核苷酸；超滤浓缩,企业
金正大生态工程集团股份有限公司,中国,临沂市,2021,1,4,4.0,4,6,6.0,4.0,4,生物过程与规模化,发酵工程,生产制造,发酵生产；微生物肥料,企业
金河生物科技股份有限公司,中国,呼和浩特,2025,2,5,2.5,4,8,4.0,2.5,4,产品与应用；生物过程与规模化,发酵工程；氨基酸与有机酸发酵产品,应用产品；生产制造,发酵罐；微生物发酵；柠檬酸；生物发酵,企业
金河生物科技股份有限公司,中国,呼和浩特市,2021,1,1,1.0,1,1,1.0,1.0,1,产品与应用,氨基酸与有机酸发酵产品,应用产品,谷氨酸,企业
金河生物科技股份有限公司,中国,呼和浩特市,2022,3,12,4.0,4,36,12.0,4.0,4,底盘细胞与菌株工程,菌种选育与诱变,技术平台,发酵生产；复合诱变；菌株选育；高产菌株,"企业,学校"
金润源环境科技(昆山)有限公司,中国,苏州,2025,1,3,3.0,3,3,3.0,3.0,3,生物过程与规模化,生物反应器,生产制造,生物反应器,企业
金科环境股份有限公司,中国,北京市,2021,1,3,3.0,3,3,3.0,3.0,3,生物过程与规模化,生物反应器,生产制造,生物反应器,企业
金菜地食品股份有限公司,中国,马鞍山,2024,1,4,4.0,4,4,4.0,4.0,4,生物过程与规模化,发酵工程,生产制造,发酵生产,企业
金菜地食品股份有限公司,中国,马鞍山,2025,2,6,3.0,3,6,3.0,3.0,3,生物过程与规模化,生物反应器,生产制造,发酵罐,企业
金达威生物技术(江苏)有限公司,中国,南通市,2023,1,4,4.0,4,5,5.0,4.0,4,酶与蛋白质工程,生物催化,生产制造,丙酮酸；生物催化,企业
金锋馥(滁州)科技股份有限公司,中国,滁州市,2023,1,4,4.0,4,7,7.0,4.0,4,生物过程与规模化,发酵工程,生产制造,发酵罐；生物发酵,企业
金陵科技学院,中国,南京,2025,1,2,2.0,2,2,2.0,2.0,2,产品与应用,高值活性分子,应用产品,核苷酸,学校
金陵科技学院,中国,南京市,2021,1,4,4.0,4,4,4.0,4.0,4,酶与蛋白质工程,生物催化,生产制造,生物转化,学校
鑫宏润(天津)农业生物技术服务有限公司,中国,天津,2024,1,3,3.0,3,3,3.0,3.0,3,生物过程与规模化,生物反应器,生产制造,发酵罐,企业
鑫宏润(天津)农业生物技术服务有限公司,中国,天津市,2024,1,3,3.0,3,3,3.0,3.0,3,生物过程与规模化,生物反应器,生产制造,发酵罐,企业
鑫鼎生物科技有限公司,中国,宜昌市,2021,2,8,4.0,4,8,4.0,4.0,4,生物过程与规模化,发酵工程,生产制造,发酵生产；微生物发酵；生物发酵,"企业,学校"
钟刚,中国,深圳市,2023,1,4,4.0,4,4,4.0,4.0,4,DNA/RNA读写编辑,基因与基因组编辑,底层工具,CRISPR；基因组编辑；基因编辑,个人
钟宇光,中国,上海市,2022,1,4,4.0,4,4,4.0,4.0,4,生物过程与规模化,发酵工程,生产制造,生物发酵,"企业,个人"
钱江水利开发股份有限公司,中国,杭州,2024,1,3,3.0,3,3,3.0,3.0,3,生物过程与规模化,生物反应器,生产制造,发酵罐,企业
铁岭市大北农饲料有限责任公司,中国,铁岭市,2021,1,1,1.0,1,1,1.0,1.0,1,产品与应用,氨基酸与有机酸发酵产品,应用产品,赖氨酸,企业
铂赛基因组学公司,美国,,2025,1,4,4.0,4,10,10.0,4.0,4,DNA/RNA读写编辑,基因测序,底层工具,下一代测序；基因编辑；核苷酸,"企业,机关团体"
铜仁职业技术学院,中国,铜仁市,2023,1,3,3.0,3,3,3.0,3.0,3,生物过程与规模化,下游分离纯化,生产制造,分离纯化,学校
铜陵凤丹种植科技开发有限责任公司,中国,铜陵市,2023,1,4,4.0,4,4,4.0,4.0,4,生物过程与规模化,发酵工程,生产制造,微生物发酵；生物发酵,企业
铜陵利夫生物科技有限公司,中国,铜陵市,2023,1,1,1.0,1,1,1.0,1.0,1,产品与应用,氨基酸与有机酸发酵产品,应用产品,丙氨酸；苏氨酸,企业
铭畅生物医药南通有限公司,中国,南通,2025,1,3,3.0,3,3,3.0,3.0,3,生物过程与规模化,下游分离纯化,生产制造,下游分离；分离纯化,企业
铭诚惠众(江苏)药物研究有限公司,中国,无锡,2024,1,4,4.0,4,5,5.0,4.0,4,DNA/RNA读写编辑,基因与基因组编辑,底层工具,丙氨酸；定点突变；谷氨酸,企业
铭诚惠众(江苏)药物研究有限公司,中国,无锡,2025,2,7,3.5,4,9,4.5,3.5,4,生物过程与规模化；酶与蛋白质工程,下游分离纯化；生物催化,生产制造,核苷酸；生物转化；超滤浓缩,企业
银丰低温医学科技有限公司,中国,济南市,2023,1,4,4.0,4,4,4.0,4.0,4,前沿生物制造,3D生物打印,前沿制造,生物墨水,企业
银丰生物工程集团有限公司,中国,济南市,2022,1,4,4.0,4,6,6.0,4.0,4,DNA/RNA读写编辑,基因与基因组编辑,底层工具,基因编辑；核苷酸,企业
银川亿源肥料有限公司,中国,银川市,2023,1,4,4.0,4,4,4.0,4.0,4,生物过程与规模化,发酵工程,生产制造,生物发酵,企业
银杏生物制品公司,美国,,2025,1,2,2.0,2,2,2.0,2.0,2,产品与应用,高值活性分子,应用产品,核苷酸,企业
锦乔生物科技有限公司,中国,淮安,2025,1,1,1.0,1,1,1.0,1.0,1,产品与应用,氨基酸与有机酸发酵产品,应用产品,谷氨酸,企业
锦乔生物科技有限公司,中国,淮安市,2023,1,1,1.0,1,1,1.0,1.0,1,产品与应用,氨基酸与有机酸发酵产品,应用产品,丙酸,企业
锦州医科大学,中国,锦州市,2023,3,9,3.0,4,9,3.0,3.0,4,产品与应用；生物过程与规模化,发酵工程；氨基酸与有机酸发酵产品,应用产品；生产制造,发酵生产；固态发酵；蛋氨酸,学校
锦州四海生物化学有限公司,中国,锦州市,2023,1,4,4.0,4,9,9.0,4.0,4,酶与蛋白质工程,生物催化,生产制造,丙酸；生物发酵；生物转化,企业
锦州市科学技术研究院,中国,锦州市,2021,1,4,4.0,4,7,7.0,4.0,4,生物过程与规模化,发酵工程,生产制造,发酵罐；微生物发酵；生物发酵,科研单位
锦州硕丰农药集团有限公司,中国,锦州,2024,1,4,4.0,4,4,4.0,4.0,4,生物过程与规模化,发酵工程,生产制造,微生物发酵；生物发酵,企业
镁孚泰生物科技(上海)有限公司,中国,上海,2025,1,4,4.0,4,4,4.0,4.0,4,DNA/RNA读写编辑,基因与基因组编辑,底层工具,基因编辑,企业
镇江东方生物工程设备技术有限责任公司,中国,镇江,2025,1,3,3.0,3,3,3.0,3.0,3,生物过程与规模化,生物反应器,生产制造,发酵罐,企业
镇江市兆麒自动化设备有限公司,中国,镇江市,2023,1,3,3.0,3,3,3.0,3.0,3,生物过程与规模化,生物反应器,生产制造,生物反应器,企业
镇江市天益生物科技有限公司,中国,镇江市,2022,1,3,3.0,3,4,4.0,3.0,3,生物过程与规模化,生物反应器,生产制造,发酵罐；柠檬酸；谷氨酸,企业
镇江市德尔生物制品研究所有限公司,中国,镇江,2024,1,4,4.0,4,4,4.0,4.0,4,酶与蛋白质工程,生物催化,生产制造,全细胞催化,企业
镇江市菇满园生态农业有限公司,中国,镇江市,2021,1,1,1.0,1,1,1.0,1.0,1,产品与应用,氨基酸与有机酸发酵产品,应用产品,柠檬酸；苹果酸,企业
镇江恒顺生物工程有限公司,中国,镇江,2024,1,1,1.0,1,1,1.0,1.0,1,产品与应用,氨基酸与有机酸发酵产品,应用产品,谷氨酸,"企业,学校"
镇江格瑞生物工程有限公司,中国,镇江,2024,1,4,4.0,4,7,7.0,4.0,4,生物过程与规模化,发酵工程,生产制造,发酵罐；微生物发酵；生物发酵,企业
镇江贝思特有机活性肥料有限公司,中国,镇江,2024,1,3,3.0,3,3,3.0,3.0,3,生物过程与规模化,过程控制与优化,生产制造,发酵过程控制,企业
长三角健康农业研究院(浙江)有限公司,中国,嘉兴,2024,1,2,2.0,2,2,2.0,2.0,2,产品与应用,农业生物制造,应用产品,微生物肥料,企业
长兴制药股份有限公司,中国,湖州,2024,1,4,4.0,4,11,11.0,4.0,4,酶与蛋白质工程,生物催化,生产制造,固定化酶；定点突变；生物催化,企业
长兴制药股份有限公司,中国,湖州,2025,2,8,4.0,4,14,7.0,4.0,4,酶与蛋白质工程,生物催化；酶工程,技术平台；生产制造,柠檬酸；核苷酸；细胞破碎；酶工程；酶法合成,企业
长兴制药股份有限公司,中国,湖州市,2021,2,8,4.0,4,10,5.0,4.0,4,DNA/RNA读写编辑；酶与蛋白质工程,基因与基因组编辑；生物催化,底层工具；生产制造,定向突变；核苷酸；生物催化,企业
长兴制药股份有限公司,中国,湖州市,2022,2,8,4.0,4,19,9.5,4.0,4,生物过程与规模化；酶与蛋白质工程,发酵工程；生物催化,生产制造,发酵工程；固定化酶；定点突变；生物催化；生物发酵；精氨酸；苏氨酸；赖氨酸,企业
长兴制药股份有限公司,中国,湖州市,2023,1,4,4.0,4,8,8.0,4.0,4,酶与蛋白质工程,生物催化,生产制造,生物催化；生物发酵,企业
长兴合成树脂(常熟)有限公司,中国,苏州市,2023,1,2,2.0,2,2,2.0,2.0,2,产品与应用,平台化合物,应用产品,丁二酸；衣康酸,企业
长安大学,中国,西安,2025,1,5,5.0,5,5,5.0,5.0,5,底盘细胞与菌株工程,底盘细胞,技术平台,合成细胞,学校
长安大学,中国,西安市,2021,1,2,2.0,2,2,2.0,2.0,2,产品与应用,可降解聚合物,应用产品,PHA,学校
长安大学,中国,西安市,2022,1,3,3.0,3,3,3.0,3.0,3,生物过程与规模化,生物反应器,生产制造,生物反应器,学校
长寿花食品股份有限公司,中国,滨州,2024,1,3,3.0,3,3,3.0,3.0,3,生物过程与规模化,生物反应器,生产制造,发酵罐,企业
长春中之杰食品有限公司,中国,长春市,2021,1,1,1.0,1,1,1.0,1.0,1,产品与应用,氨基酸与有机酸发酵产品,应用产品,精氨酸,企业
长春中医药大学,中国,长春,2024,2,7,3.5,4,7,3.5,3.5,4,生物过程与规模化；计算设计与AI,多组学与系统建模；生物反应器,底层工具；生产制造,代谢组学；发酵罐,学校
长春中医药大学,中国,长春,2025,1,4,4.0,4,4,4.0,4.0,4,计算设计与AI,多组学与系统建模,底层工具,基因调控网络,学校
长春中医药大学,中国,长春市,2021,4,15,3.75,4,18,4.5,3.75,4,生物过程与规模化,下游分离纯化；发酵工程,生产制造,分离纯化；发酵生产；生物发酵,学校
长春中医药大学,中国,长春市,2022,2,7,3.5,4,7,3.5,3.5,4,生物过程与规模化；酶与蛋白质工程,下游分离纯化；生物催化,生产制造,分离纯化；生物转化,学校
长春中医药大学,中国,长春市,2023,1,4,4.0,4,4,4.0,4.0,4,生物过程与规模化,发酵工程,生产制造,发酵工程；发酵生产；微生物发酵；生物发酵,学校
长春卓谊生物股份有限公司,中国,长春,2025,1,3,3.0,3,5,5.0,3.0,3,生物过程与规模化,下游分离纯化,生产制造,核苷酸；膜过滤,企业
长春卓谊生物股份有限公司,中国,长春市,2021,2,6,3.0,3,18,9.0,3.0,3,生物过程与规模化,生物反应器,生产制造,主细胞库；工作细胞库；生物反应器；超滤浓缩,企业
长春博瑞科技股份有限公司,中国,长春,2024,1,4,4.0,4,4,4.0,4.0,4,计算设计与AI,多组学与系统建模,底层工具,代谢组学,企业
长春博瑞科技股份有限公司,中国,长春市,2022,1,4,4.0,4,10,10.0,4.0,4,计算设计与AI,多组学与系统建模,底层工具,代谢组学；肌醇；高通量测序,企业
长春博迅生物技术有限责任公司,中国,长春,2024,1,1,1.0,1,1,1.0,1.0,1,产品与应用,重组药物与生物活性原料,应用产品,单克隆抗体,企业
长春圣博玛生物材料有限公司,中国,长春,2025,1,1,1.0,1,1,1.0,1.0,1,产品与应用,重组药物与生物活性原料,应用产品,胶原蛋白,企业
长春圣金诺生物制药有限公司,中国,长春市,2021,1,4,4.0,4,7,7.0,4.0,4,生物过程与规模化,发酵工程,生产制造,发酵罐；深层发酵,企业
长春大学,中国,长春,2025,1,4,4.0,4,5,5.0,4.0,4,酶与蛋白质工程,酶工程,技术平台,柠檬酸；酶工程,学校
长春大学,中国,长春市,2021,1,4,4.0,4,6,6.0,4.0,4,生物过程与规模化,发酵工程,生产制造,发酵工程；核苷酸,学校
长春工业大学,中国,长春,2024,1,1,1.0,1,1,1.0,1.0,1,产品与应用,氨基酸与有机酸发酵产品,应用产品,谷氨酸,学校
长春工业大学,中国,长春,2025,1,4,4.0,4,7,7.0,4.0,4,生物过程与规模化,发酵工程,生产制造,发酵生产；工业发酵；软测量,学校
长春工业大学,中国,长春市,2021,2,8,4.0,4,8,4.0,4.0,4,生物过程与规模化,发酵工程,生产制造,发酵生产,学校
长春工业大学,中国,长春市,2023,1,4,4.0,4,5,5.0,4.0,4,生物过程与规模化,发酵工程,生产制造,发酵生产；生物表面活性剂,学校
长春工业大学人文信息学院,中国,长春,2025,1,4,4.0,4,4,4.0,4.0,4,代谢工程与细胞工厂,表达系统,技术平台,诱导表达,学校
长春工程学院,中国,长春市,2021,1,3,3.0,3,3,3.0,3.0,3,生物过程与规模化,生物反应器,生产制造,生物反应器；膜生物反应器,学校
长春工程学院,中国,长春市,2022,1,2,2.0,2,2,2.0,2.0,2,产品与应用,生物能源与燃料,应用产品,生物燃料,学校
长春师范大学,中国,长春,2024,1,4,4.0,4,4,4.0,4.0,4,酶与蛋白质工程,生物催化,生产制造,生物催化,学校
长春师范大学,中国,长春市,2023,1,1,1.0,1,1,1.0,1.0,1,产品与应用,重组药物与生物活性原料,应用产品,单克隆抗体,学校
长春理工大学,中国,长春,2024,2,8,4.0,5,11,5.5,4.0,5,代谢工程与细胞工厂；生物过程与规模化,生物反应器；细胞工厂,技术平台；生产制造,发酵罐；生物反应器；细胞工厂,学校
长春理工大学,中国,长春市,2021,2,7,3.5,5,10,5.0,3.5,5,产品与应用；代谢工程与细胞工厂,可降解聚合物；细胞工厂,应用产品；技术平台,PHA；生物反应器；细胞工厂；聚羟基脂肪酸酯,学校
长春理工大学,中国,长春市,2023,2,8,4.0,5,11,5.5,4.0,5,代谢工程与细胞工厂；生物过程与规模化,生物反应器；细胞工厂,技术平台；生产制造,生物反应器；细胞工厂,学校
长春生物制品研究所有限责任公司,中国,长春,2024,1,5,5.0,5,5,5.0,5.0,5,代谢工程与细胞工厂,细胞工厂,技术平台,细胞工厂,企业
长春生物制品研究所有限责任公司,中国,长春,2025,1,5,5.0,5,5,5.0,5.0,5,代谢工程与细胞工厂,细胞工厂,技术平台,细胞工厂,企业
长春生物制品研究所有限责任公司,中国,长春市,2022,1,5,5.0,5,5,5.0,5.0,5,代谢工程与细胞工厂,细胞工厂,技术平台,细胞工厂,企业
长春生物制品研究所有限责任公司,中国,长春市,2023,1,4,4.0,4,6,6.0,4.0,4,代谢工程与细胞工厂,表达系统,技术平台,核苷酸；诱导表达,企业
长春祈健生物制品有限公司,中国,长春市,2022,3,15,5.0,5,15,5.0,5.0,5,代谢工程与细胞工厂,细胞工厂,技术平台,细胞工厂,企业
长春祈健生物制品有限公司,中国,长春市,2023,2,10,5.0,5,10,5.0,5.0,5,代谢工程与细胞工厂,细胞工厂,技术平台,细胞工厂,企业
长春科技学院,中国,长春,2024,1,3,3.0,3,3,3.0,3.0,3,生物过程与规模化,下游分离纯化,生产制造,膜过滤,学校
长春科技学院,中国,长春,2025,1,3,3.0,3,3,3.0,3.0,3,生物过程与规模化,生物反应器,生产制造,生物反应器；膜生物反应器,学校
长春萤火虫生物科技有限公司,中国,长春市,2023,1,4,4.0,4,6,6.0,4.0,4,DNA/RNA读写编辑,基因与基因组编辑,底层工具,定点突变；核苷酸,企业
长春西诺生物科技有限公司,中国,长春,2025,1,3,3.0,3,3,3.0,3.0,3,生物过程与规模化,下游分离纯化,生产制造,超滤浓缩,企业
长春西诺生物科技有限公司,中国,长春市,2023,2,2,1.0,1,2,1.0,1.0,1,产品与应用,重组药物与生物活性原料,应用产品,单克隆抗体,企业
长春黄金研究院有限公司,中国,长春市,2021,1,3,3.0,3,3,3.0,3.0,3,生物过程与规模化,生物反应器,生产制造,生物反应器,企业
长江大学,中国,荆州,2024,5,15,3.0,4,17,3.4,3.0,4,产品与应用；代谢工程与细胞工厂；生物过程与规模化,下游分离纯化；天然产物与精细化学品；生物反应器；表达系统；高值活性分子,应用产品；技术平台；生产制造,分离纯化；核苷酸；生物反应器；膜生物反应器；表达盒；黄酮生物合成,学校
长江大学,中国,荆州,2025,2,8,4.0,4,10,5.0,4.0,4,代谢工程与细胞工厂；计算设计与AI,多组学与系统建模；表达系统,底层工具；技术平台,基因调控网络；核苷酸；表达盒,学校
长江大学,中国,荆州市,2021,2,7,3.5,4,11,5.5,3.5,4,DNA/RNA读写编辑；生物过程与规模化,下游分离纯化；基因与基因组编辑,底层工具；生产制造,基因敲除；核苷酸；细胞破碎,学校
长江大学,中国,荆州市,2022,3,10,3.3333333333333335,4,10,3.3333333333333335,3.3333333333333335,4,产品与应用；生物过程与规模化,发酵工程；高值活性分子,应用产品；生产制造,发酵生产；核苷酸；液态发酵,"企业,学校；学校"
长江大学,中国,荆州市,2023,8,19,2.375,4,23,2.875,2.375,4,产品与应用；代谢工程与细胞工厂；生物过程与规模化,下游分离纯化；代谢工程；高值活性分子,应用产品；技术平台；生产制造,分离纯化；核苷酸；生物合成途径；生物碱生物合成；蛋氨酸,学校
长江师范学院,中国,重庆,2024,1,4,4.0,4,4,4.0,4.0,4,底盘细胞与菌株工程,工业菌种创制,技术平台,高产菌株,学校
长江师范学院,中国,重庆市,2021,2,4,2.0,2,4,2.0,2.0,2,产品与应用,高值活性分子,应用产品,核苷酸,学校
长江师范学院,中国,重庆市,2022,1,4,4.0,4,6,6.0,4.0,4,代谢工程与细胞工厂,表达系统,技术平台,核苷酸；表达盒,学校
长江师范学院,中国,重庆市,2023,3,8,2.6666666666666665,4,10,3.3333333333333335,2.6666666666666665,4,产品与应用；代谢工程与细胞工厂,表达系统；高值活性分子,应用产品；技术平台,核苷酸；表达盒,学校
长江水利水电开发集团(湖北)有限公司,中国,武汉市,2023,1,3,3.0,3,5,5.0,3.0,3,原料与低碳路线,非粮生物质,原料层,农林废弃物；琥珀酸,企业
长沙凯迈新能科技有限公司,中国,长沙,2025,1,3,3.0,3,3,3.0,3.0,3,生物过程与规模化,生物反应器,生产制造,发酵罐,企业
长沙博源医疗科技有限公司,中国,长沙,2024,1,3,3.0,3,5,5.0,3.0,3,生物过程与规模化,下游分离纯化,生产制造,分离纯化；核苷酸,企业
长沙博源医疗科技有限公司,中国,长沙市,2023,4,8,2.0,2,8,2.0,2.0,2,产品与应用,高值活性分子,应用产品,核苷酸,企业
长沙天赐生物医药科技有限公司,中国,长沙市,2021,2,7,3.5,4,14,7.0,3.5,4,底盘细胞与菌株工程；生物过程与规模化,下游分离纯化；菌种选育与诱变,技术平台；生产制造,分离纯化；发酵罐；核糖体工程；高产菌株,企业
长沙天赐生物医药科技有限公司,中国,长沙市,2022,1,4,4.0,4,15,15.0,4.0,4,生物过程与规模化,工艺放大与中试,生产制造,中试放大；发酵罐；微生物发酵；生物发酵；高产菌株,企业
长沙天赐生物医药科技有限公司,中国,长沙市,2023,1,4,4.0,4,8,8.0,4.0,4,底盘细胞与菌株工程,菌种选育与诱变,技术平台,核糖体工程；高产菌株,企业
长沙学院,中国,长沙市,2021,2,8,4.0,4,10,5.0,4.0,4,生物过程与规模化,工艺放大与中试,生产制造,丙氨酸；规模化培养,学校
长沙学院,中国,长沙市,2022,1,4,4.0,4,5,5.0,4.0,4,生物过程与规模化,工艺放大与中试,生产制造,丙氨酸；规模化培养,学校
长沙市惠瑞生物科技有限公司,中国,长沙,2025,1,2,2.0,2,2,2.0,2.0,2,产品与应用,高值活性分子,应用产品,核苷酸,企业
长沙市惠瑞生物科技有限公司,中国,长沙市,2023,1,2,2.0,2,2,2.0,2.0,2,产品与应用,平台化合物,应用产品,戊二酸,企业
长沙干细胞与再生医学工业技术研究院有限公司,中国,长沙,2024,2,5,2.5,3,5,2.5,2.5,3,产品与应用；生物过程与规模化,下游分离纯化；可降解聚合物,应用产品；生产制造,PHA；膜过滤,企业
长沙干细胞与再生医学工业技术研究院有限公司,中国,长沙,2025,1,2,2.0,2,2,2.0,2.0,2,产品与应用,高值活性分子,应用产品,核苷酸,企业
长沙微智生物科技有限公司,中国,长沙市,2023,1,4,4.0,4,6,6.0,4.0,4,代谢工程与细胞工厂,表达系统,技术平台,核苷酸；表达盒,企业
长沙泽达医药科技有限公司,中国,长沙市,2023,1,3,3.0,3,3,3.0,3.0,3,生物过程与规模化,下游分离纯化,生产制造,层析纯化,企业
长沙洁洁环保科技开发有限公司,中国,长沙,2025,1,4,4.0,4,4,4.0,4.0,4,生物过程与规模化,发酵工程,生产制造,生物发酵,企业
长沙爱科博生物科技有限公司,中国,长沙市,2023,1,4,4.0,4,6,6.0,4.0,4,DNA/RNA读写编辑,基因合成,底层工具,基因合成；核苷酸,企业
长沙理工大学,中国,长沙,2024,1,1,1.0,1,1,1.0,1.0,1,产品与应用,消费品与个护原料,应用产品,生物表面活性剂,学校
长沙理工大学,中国,长沙市,2021,1,3,3.0,3,3,3.0,3.0,3,生物过程与规模化,生物反应器,生产制造,发酵罐,学校
长沙理工大学,中国,长沙市,2022,2,8,4.0,4,8,4.0,4.0,4,生物过程与规模化,发酵工程；连续制造与过程强化,生产制造,固态发酵；液态发酵；连续培养,学校
长沙理工大学,中国,长沙市,2023,1,1,1.0,1,1,1.0,1.0,1,产品与应用,消费品与个护原料,应用产品,生物表面活性剂,学校
长沙稻蛙蛙生态农业科技有限公司,中国,长沙市,2023,1,4,4.0,4,4,4.0,4.0,4,生物过程与规模化,发酵工程,生产制造,生物发酵,"企业,科研单位"
长沙绿叶生物科技有限公司,中国,长沙市,2021,1,2,2.0,2,2,2.0,2.0,2,产品与应用,高值活性分子,应用产品,核苷酸,企业
长沙聚源医疗科技有限公司,中国,长沙,2025,1,2,2.0,2,3,3.0,2.0,2,产品与应用,生物医药制造,应用产品,胶原蛋白；重组胶原蛋白,企业
长沙贝塔医药科技有限公司,中国,长沙市,2021,1,3,3.0,3,5,5.0,3.0,3,生物过程与规模化,下游分离纯化,生产制造,戊二酸；膜过滤,企业
长治医学院,中国,长治,2024,1,2,2.0,2,3,3.0,2.0,2,产品与应用,高值活性分子,应用产品,单克隆抗体；核苷酸,学校
长白山皇封参业股份有限公司,中国,白山,2025,1,4,4.0,4,7,7.0,4.0,4,酶与蛋白质工程,生物催化,生产制造,分离纯化；膜分离；膜过滤；酶促转化,企业
长睿生物技术(成都)有限公司,中国,成都市,2023,1,3,3.0,3,3,3.0,3.0,3,生物过程与规模化,下游分离纯化,生产制造,发酵液分离,企业
闫国永,中国,济宁,2024,1,3,3.0,3,3,3.0,3.0,3,生物过程与规模化,生物反应器,生产制造,生物反应器,个人
闫娜,中国,郑州市,2022,1,4,4.0,4,4,4.0,4.0,4,生物过程与规模化,发酵工程,生产制造,微生物发酵；生物发酵,个人
问心农业科技(宜昌)有限公司,中国,宜昌,2024,1,3,3.0,3,3,3.0,3.0,3,生物过程与规模化,生物反应器,生产制造,发酵罐,企业
闽南师范大学,中国,漳州市,2021,1,4,4.0,4,7,7.0,4.0,4,生物过程与规模化,发酵工程,生产制造,发酵罐；深层发酵,学校
闽榕茶业有限公司,中国,福州,2024,2,8,4.0,4,9,4.5,4.0,4,底盘细胞与菌株工程,菌种选育与诱变,技术平台,常压室温等离子体诱变；谷氨酸,企业
闽江学院,中国,福州,2024,3,6,2.0,3,7,2.3333333333333335,2.0,3,产品与应用；生物过程与规模化,下游分离纯化；重组药物与生物活性原料；高值活性分子,应用产品；生产制造,分离纯化；柠檬酸；核苷酸；透明质酸,"学校；机关团体,学校"
闽江学院,中国,福州市,2022,2,6,3.0,3,6,3.0,3.0,3,生物过程与规模化,下游分离纯化,生产制造,分离纯化,学校
闽江学院,中国,福州市,2023,1,3,3.0,3,3,3.0,3.0,3,生物过程与规模化,下游分离纯化,生产制造,分离纯化,学校
阜阳市鸿福农业科技股份有限公司,中国,阜阳市,2023,1,1,1.0,1,1,1.0,1.0,1,产品与应用,氨基酸与有机酸发酵产品,应用产品,柠檬酸,企业
阜阳师范大学,中国,阜阳,2025,1,4,4.0,4,4,4.0,4.0,4,原料与低碳路线,人工碳循环与固碳,原料层,微生物固碳；生物固碳,学校
阮炳旭,中国,台州市,2021,1,3,3.0,3,3,3.0,3.0,3,生物过程与规模化,生物反应器,生产制造,发酵罐,个人
防城港澳加粮油工业有限公司,中国,防城港,2025,1,4,4.0,4,7,7.0,4.0,4,生物过程与规模化,发酵工程,生产制造,发酵罐；微生物发酵；生物发酵,企业
阳原县仁恒精细粘土有限责任公司,中国,张家口,2024,1,4,4.0,4,10,10.0,4.0,4,生物过程与规模化,发酵工程,生产制造,分离纯化；发酵生产；发酵罐；微生物发酵；生物发酵,企业
阳江利洋苗种繁育有限公司,中国,阳江,2024,1,1,1.0,1,1,1.0,1.0,1,产品与应用,氨基酸与有机酸发酵产品,应用产品,柠檬酸,企业
阳江喜之郎果冻制造有限公司,中国,阳江市,2021,1,4,4.0,4,8,8.0,4.0,4,生物过程与规模化,发酵工程,生产制造,丙氨酸；层析纯化；微生物发酵；生物发酵,企业
阳江安辰蛋白生物科技有限公司,中国,阳江,2024,1,4,4.0,4,4,4.0,4.0,4,生物过程与规模化,发酵工程,生产制造,微生物发酵；生物发酵,企业
阳煤丰喜肥业(集团)有限责任公司闻喜复肥分公司,中国,运城市,2022,1,1,1.0,1,1,1.0,1.0,1,产品与应用,氨基酸与有机酸发酵产品,应用产品,柠檬酸,企业
阳西美味鲜食品有限公司,中国,阳江市,2022,2,8,4.0,4,11,5.5,4.0,4,生物过程与规模化,发酵工程,生产制造,固态发酵；液态发酵；膜过滤,企业
阿克苏优能农业科技股份有限公司,中国,阿克苏地区,2022,2,2,1.0,1,2,1.0,1.0,1,产品与应用,氨基酸与有机酸发酵产品,应用产品,柠檬酸；苹果酸,企业
阿兹特拉公司,美国,,2024,1,1,1.0,1,1,1.0,1.0,1,产品与应用,氨基酸与有机酸发酵产品,应用产品,丙酸,企业
阿基米德(广州)化妆品研究有限公司,中国,广州,2024,1,2,2.0,2,3,3.0,2.0,2,产品与应用,高值活性分子,应用产品,核苷酸；谷氨酸,企业
阿尔格河北生命科学有限公司,中国,石家庄,2025,1,3,3.0,3,6,6.0,3.0,3,生物过程与规模化,下游分离纯化,生产制造,微生物肥料；柠檬酸；精氨酸；膜过滤,企业
阿思科力(苏州)生物科技有限公司,中国,苏州,2024,1,4,4.0,4,6,6.0,4.0,4,DNA/RNA读写编辑,基因与基因组编辑,底层工具,基因编辑；核苷酸,企业
阿思科力(苏州)生物科技有限公司,中国,苏州市,2022,1,4,4.0,4,4,4.0,4.0,4,DNA/RNA读写编辑,基因与基因组编辑,底层工具,基因编辑,企业
阿普赛德食品公司,美国,,2024,1,3,3.0,3,3,3.0,3.0,3,生物过程与规模化,生物反应器,生产制造,生物反应器,企业
阿米库斯治疗学公司,美国,,2024,1,3,3.0,3,3,3.0,3.0,3,生物过程与规模化,生物反应器,生产制造,生物反应器,企业
