第一申请人,第一申请人地区,第一申请人城市,first_year,last_year,biomanufacturing_patent_count,biomanufacturing_score_sum,biomanufacturing_score_mean,biomanufacturing_score_max,evidence_score_sum,evidence_score_mean,core_score_mean,core_score_max,main_categories,main_sub_categories,industry_segments,matched_terms,first_applicant_types,firm_main_category,firm_main_sub_category,firm_main_industry_segment
浙江龙游东方阿纳萨克作物科技有限公司,中国,衢州市,2023,2023,1,4,4.0,4,4,4.0,4.0,4,生物过程与规模化,发酵工程,生产制造,固态发酵,企业,生物过程与规模化,发酵工程,生产制造
浙江龙游通衢建材有限公司,中国,衢州市,2021,2021,1,3,3.0,3,3,3.0,3.0,3,生物过程与规模化,生物反应器,生产制造,发酵罐,企业,生物过程与规模化,生物反应器,生产制造
浦城正大生化有限公司,中国,南平市,2022,2022,1,3,3.0,3,3,3.0,3.0,3,生物过程与规模化,生物反应器,生产制造,发酵罐,企业,生物过程与规模化,生物反应器,生产制造
浪达网络科技(浙江)有限公司,中国,台州市,2021,2021,1,1,1.0,1,1,1.0,1.0,1,产品与应用,氨基酸与有机酸发酵产品,应用产品,柠檬酸,企业,产品与应用,氨基酸与有机酸发酵产品,应用产品
海信冰箱有限公司,中国,青岛市,2023,2023,1,4,4.0,4,4,4.0,4.0,4,生物过程与规模化,发酵工程,生产制造,微生物发酵；生物发酵,企业,生物过程与规模化,发酵工程,生产制造
海南(潭牛)文昌鸡股份有限公司,中国,文昌市,2023,2023,1,4,4.0,4,4,4.0,4.0,4,生物过程与规模化,发酵工程,生产制造,微生物发酵；生物发酵,企业,生物过程与规模化,发酵工程,生产制造
海南一哟食品有限公司,中国,海口市,2023,2023,2,2,1.0,1,2,1.0,1.0,1,产品与应用,氨基酸与有机酸发酵产品,应用产品,柠檬酸,企业,产品与应用,氨基酸与有机酸发酵产品,应用产品
海南一龄医疗产业发展有限公司,中国,琼海,2024,2024,1,1,1.0,1,1,1.0,1.0,1,产品与应用,氨基酸与有机酸发酵产品,应用产品,丙酮酸,企业,产品与应用,氨基酸与有机酸发酵产品,应用产品
海南侨传科技有限公司,中国,三亚,2024,2024,1,3,3.0,3,3,3.0,3.0,3,生物过程与规模化,生物反应器,生产制造,发酵罐,企业,生物过程与规模化,生物反应器,生产制造
海南兴科热带作物工程技术有限公司,中国,万宁,2025,2025,1,3,3.0,3,3,3.0,3.0,3,生物过程与规模化,生物反应器,生产制造,发酵罐,"企业,科研单位",生物过程与规模化,生物反应器,生产制造
海南农垦白沙茶业股份有限公司,中国,白沙黎族自治县,2023,2023,1,3,3.0,3,3,3.0,3.0,3,生物过程与规模化,生物反应器,生产制造,发酵罐,企业,生物过程与规模化,生物反应器,生产制造
海南医学院,中国,海口市,2021,2023,3,5,1.6666666666666667,2,5,1.6666666666666667,1.6666666666666667,2,产品与应用,氨基酸与有机酸发酵产品；高值活性分子,应用产品,柠檬酸；核苷酸,学校,产品与应用,高值活性分子,应用产品
海南华创槟榔研究院,中国,海口市,2023,2023,1,4,4.0,4,4,4.0,4.0,4,酶与蛋白质工程,生物催化,生产制造,生物转化,"企业,科研单位",酶与蛋白质工程,生物催化,生产制造
海南华研美健生物科技有限公司,中国,三亚,2024,2024,2,2,1.0,1,3,1.5,1.0,1,产品与应用,重组药物与生物活性原料,应用产品,柠檬酸；胶原蛋白；葡萄糖酸；谷氨酸,企业,产品与应用,重组药物与生物活性原料,应用产品
海南华研胶原科技股份有限公司,中国,海口,2024,2024,1,3,3.0,3,3,3.0,3.0,3,生物过程与规模化,生物反应器,生产制造,发酵罐,企业,生物过程与规模化,生物反应器,生产制造
海南卓科制药有限公司,中国,海口,2025,2025,1,4,4.0,4,5,5.0,4.0,4,生物过程与规模化,工艺放大与中试,生产制造,丙氨酸；工业化放大,企业,生物过程与规模化,工艺放大与中试,生产制造
海南南医安启生物医疗科技有限公司,中国,海口市,2021,2021,1,2,2.0,2,4,4.0,2.0,2,产品与应用,高值活性分子,应用产品,戊二酸；肌醇；辅酶Q10,企业,产品与应用,高值活性分子,应用产品
海南博亿生物科技发展有限公司,中国,定安,2024,2024,1,1,1.0,1,1,1.0,1.0,1,产品与应用,氨基酸与有机酸发酵产品,应用产品,柠檬酸,企业,产品与应用,氨基酸与有机酸发酵产品,应用产品
海南口味王科技发展有限公司,中国,万宁市,2023,2023,1,2,2.0,2,2,2.0,2.0,2,产品与应用,平台化合物,应用产品,琥珀酸,企业,产品与应用,平台化合物,应用产品
海南大学,中国,海口,2024,2025,17,45,2.6470588235294117,4,57,3.3529411764705883,2.6470588235294117,4,DNA/RNA读写编辑；产品与应用；代谢工程与细胞工厂；生物过程与规模化；计算设计与AI,下游分离纯化；代谢工程；基因与基因组编辑；多组学与系统建模；氨基酸与有机酸发酵产品；生物能源与燃料；高值活性分子,应用产品；底层工具；技术平台；生产制造,CRISPR；CRISPR-Cas9；代谢组学；分离纯化；基因敲除；柠檬酸；核苷酸；生物合成途径；生物燃料；膜过滤；赖氨酸,"学校；学校,科研单位",产品与应用,高值活性分子,应用产品
海南大学,中国,海口市,2021,2023,37,115,3.108108108108108,5,142,3.8378378378378377,3.108108108108108,5,DNA/RNA读写编辑；产品与应用；代谢工程与细胞工厂；底盘细胞与菌株工程；生物制造基础；生物过程与规模化,下游分离纯化；代谢工程；农业生物制造；发酵工程；可降解聚合物；合成生物学；基因与基因组编辑；基因合成；底盘细胞；氨基酸与有机酸发酵产品；消费品与个护原料；生物反应器；连续制造与过程强化；高值活性分子,应用产品；底层工具；技术平台；生产制造,CRISPR；CRISPR-Cas9；丙酸；代谢工程；光生物反应器；分离纯化；发酵工程；发酵罐；合成生物学；合成细胞；基因合成；底盘细胞；微生物发酵；微生物肥料；柠檬酸；核苷酸；生物反应器；生物发酵；生物表面活性剂；聚羟基脂肪酸酯；膜生物反应器；膜过滤；苹果酸；赖氨酸；连续培养,"企业,科研单位,学校；学校；科研单位,学校",生物过程与规模化,生物反应器,生产制造
海南大学三亚南繁研究院,中国,三亚,2024,2025,13,36,2.769230769230769,4,44,3.3846153846153846,2.769230769230769,4,DNA/RNA读写编辑；产品与应用；代谢工程与细胞工厂；计算设计与AI,基因与基因组编辑；多组学与系统建模；表达系统；高值活性分子,应用产品；底层工具；技术平台,CRISPR；代谢调控网络；基因敲除；基因编辑；核苷酸；表达盒,科研单位,产品与应用,高值活性分子,应用产品
海南大学三亚南繁研究院,中国,三亚市,2023,2023,1,4,4.0,4,4,4.0,4.0,4,DNA/RNA读写编辑,基因与基因组编辑,底层工具,CRISPR；基因敲除,科研单位,DNA/RNA读写编辑,基因与基因组编辑,底层工具
海南天禹环保工程有限公司,中国,海口市,2023,2023,1,1,1.0,1,1,1.0,1.0,1,产品与应用,氨基酸与有机酸发酵产品,应用产品,柠檬酸,企业,产品与应用,氨基酸与有机酸发酵产品,应用产品
海南师范大学,中国,海口,2024,2025,2,6,3.0,3,6,3.0,3.0,3,生物过程与规模化,下游分离纯化,生产制造,分离纯化,学校,生物过程与规模化,下游分离纯化,生产制造
海南师范大学,中国,海口市,2021,2023,5,11,2.2,4,15,3.0,2.2,4,DNA/RNA读写编辑；产品与应用；生物过程与规模化,基因与基因组编辑；生物反应器；重组药物与生物活性原料；高值活性分子,应用产品；底层工具；生产制造,CRISPR；发酵罐；基因组编辑；核苷酸；膜过滤；葡萄糖酸；透明质酸,"企业,学校；学校",产品与应用,重组药物与生物活性原料,应用产品
海南希源生态农业股份有限公司,中国,三亚市,2023,2023,1,1,1.0,1,1,1.0,1.0,1,产品与应用,氨基酸与有机酸发酵产品,应用产品,赖氨酸,企业,产品与应用,氨基酸与有机酸发酵产品,应用产品
海南广升誉制药有限公司,中国,海口,2024,2024,1,3,3.0,3,3,3.0,3.0,3,生物过程与规模化,下游分离纯化,生产制造,膜过滤,企业,生物过程与规模化,下游分离纯化,生产制造
海南弥生生物科技有限公司,中国,三亚,2024,2025,3,6,2.0,2,6,2.0,2.0,2,产品与应用,高值活性分子,应用产品,核苷酸,"企业；企业,机关团体",产品与应用,高值活性分子,应用产品
海南振业英涛科技集团有限公司,中国,海口,2024,2024,1,1,1.0,1,2,2.0,1.0,1,产品与应用,重组药物与生物活性原料,应用产品,柠檬酸；透明质酸,企业,产品与应用,重组药物与生物活性原料,应用产品
海南昌海生物有限公司,中国,三亚,2024,2024,1,3,3.0,3,3,3.0,3.0,3,生物过程与规模化,下游分离纯化,生产制造,膜过滤,企业,生物过程与规模化,下游分离纯化,生产制造
海南晓田农业有限公司,中国,海口,2024,2024,1,3,3.0,3,3,3.0,3.0,3,生物过程与规模化,生物反应器,生产制造,发酵罐,企业,生物过程与规模化,生物反应器,生产制造
海南晨海水产有限公司,中国,三亚市,2022,2023,3,4,1.3333333333333333,2,4,1.3333333333333333,1.3333333333333333,2,产品与应用,氨基酸与有机酸发酵产品；高值活性分子,应用产品,虾青素；蛋氨酸；赖氨酸,企业,产品与应用,氨基酸与有机酸发酵产品,应用产品
海南普利制药股份有限公司,中国,海口,2025,2025,1,4,4.0,4,4,4.0,4.0,4,酶与蛋白质工程,酶工程,技术平台,酶工程,"企业,企业,企业",酶与蛋白质工程,酶工程,技术平台
海南木辣达生物科技有限公司,中国,海口市,2021,2021,1,4,4.0,4,5,5.0,4.0,4,生物过程与规模化,发酵工程,生产制造,微生物发酵；柠檬酸；生物发酵,企业,生物过程与规模化,发酵工程,生产制造
海南波莲水稻基因科技有限公司,中国,海口,2024,2024,1,4,4.0,4,4,4.0,4.0,4,DNA/RNA读写编辑,基因与基因组编辑,底层工具,CRISPR,企业,DNA/RNA读写编辑,基因与基因组编辑,底层工具
海南波莲水稻基因科技有限公司,中国,海口市,2021,2023,14,48,3.4285714285714284,4,68,4.857142857142857,3.4285714285714284,4,产品与应用；代谢工程与细胞工厂；测试筛选与自动化,表达系统；高值活性分子；高通量构建与筛选,应用产品；底层工具；技术平台,核苷酸；表型筛选；表达盒,企业,代谢工程与细胞工厂,表达系统,技术平台
海南海灵化学制药有限公司,中国,海口市,2023,2023,1,1,1.0,1,1,1.0,1.0,1,产品与应用,氨基酸与有机酸发酵产品,应用产品,赖氨酸,企业,产品与应用,氨基酸与有机酸发酵产品,应用产品
海南海香园投资有限公司,中国,屯昌,2025,2025,1,1,1.0,1,1,1.0,1.0,1,产品与应用,氨基酸与有机酸发酵产品,应用产品,苹果酸,企业,产品与应用,氨基酸与有机酸发酵产品,应用产品
海南润达现代农业集团股份有限公司,中国,陵水黎族自治县,2021,2021,1,3,3.0,3,3,3.0,3.0,3,生物过程与规模化,生物反应器,生产制造,发酵罐,企业,生物过程与规模化,生物反应器,生产制造
海南热带海洋学院,中国,三亚,2024,2025,4,12,3.0,4,12,3.0,3.0,4,产品与应用；原料与低碳路线；生物过程与规模化,下游分离纯化；发酵工程；非粮生物质；高值活性分子,原料层；应用产品；生产制造,农林废弃物；分离纯化；微生物发酵；核苷酸；生物发酵,学校,生物过程与规模化,发酵工程,生产制造
海南煊烨生物科技有限公司,中国,海口市,2022,2022,1,2,2.0,2,2,2.0,2.0,2,产品与应用,食品与营养,应用产品,微生物油脂,企业,产品与应用,食品与营养,应用产品
海南省农业科学院蔬菜研究所,中国,海口,2024,2025,2,4,2.0,2,4,2.0,2.0,2,产品与应用,农业生物制造,应用产品,生物农药,"科研单位；科研单位,学校",产品与应用,农业生物制造,应用产品
海南省智慧环境投资控股有限公司,中国,海口,2025,2025,2,6,3.0,3,6,3.0,3.0,3,生物过程与规模化,生物反应器,生产制造,生物反应器；膜生物反应器,企业,生物过程与规模化,生物反应器,生产制造
海南省海洋与渔业科学院,中国,海口,2024,2024,2,4,2.0,2,4,2.0,2.0,2,产品与应用,高值活性分子,应用产品,核苷酸,科研单位,产品与应用,高值活性分子,应用产品
海南省赛普思农业环保科技有限公司,中国,海口,2024,2024,1,2,2.0,2,3,3.0,2.0,2,产品与应用,平台化合物,应用产品,柠檬酸；琥珀酸,企业,产品与应用,平台化合物,应用产品
海南立昇净水科技实业有限公司,中国,海口,2024,2024,1,3,3.0,3,3,3.0,3.0,3,生物过程与规模化,生物反应器,生产制造,生物反应器；膜生物反应器,企业,生物过程与规模化,生物反应器,生产制造
海南翔泰渔业股份有限公司,中国,澄迈,2025,2025,1,1,1.0,1,1,1.0,1.0,1,产品与应用,氨基酸与有机酸发酵产品,应用产品,苹果酸,企业,产品与应用,氨基酸与有机酸发酵产品,应用产品
海南职业技术学院,中国,海口市,2022,2022,1,1,1.0,1,1,1.0,1.0,1,产品与应用,氨基酸与有机酸发酵产品,应用产品,柠檬酸,学校,产品与应用,氨基酸与有机酸发酵产品,应用产品
海南肥沃达生化科技有限公司,中国,海口市,2021,2021,1,3,3.0,3,3,3.0,3.0,3,生物过程与规模化,生物反应器,生产制造,发酵罐,企业,生物过程与规模化,生物反应器,生产制造
海南自贸区沃佳实业有限公司,中国,三亚市,2023,2023,1,3,3.0,3,3,3.0,3.0,3,生物过程与规模化,过程控制与优化,生产制造,pH控制,企业,生物过程与规模化,过程控制与优化,生产制造
海南蔚蓝海洋食品有限公司,中国,海口,2024,2024,1,1,1.0,1,1,1.0,1.0,1,产品与应用,氨基酸与有机酸发酵产品,应用产品,柠檬酸；精氨酸,企业,产品与应用,氨基酸与有机酸发酵产品,应用产品
海南鑫开源医药科技有限公司,中国,海口市,2023,2023,1,4,4.0,4,5,5.0,4.0,4,生物过程与规模化,工艺放大与中试,生产制造,丙氨酸；放大培养；规模化培养；谷氨酸,企业,生物过程与规模化,工艺放大与中试,生产制造
海南鸿翼医疗器械有限公司,中国,海口市,2022,2022,1,1,1.0,1,2,2.0,1.0,1,产品与应用,重组药物与生物活性原料,应用产品,胶原蛋白；赖氨酸；透明质酸,企业,产品与应用,重组药物与生物活性原料,应用产品
海口楠脂香业有限公司,中国,海口市,2021,2021,2,3,1.5,2,4,2.0,1.5,2,产品与应用,平台化合物；重组药物与生物活性原料,应用产品,柠檬酸；琥珀酸；谷氨酸；透明质酸,企业,产品与应用,平台化合物,应用产品
海口海森元生物科技有限公司,中国,海口市,2023,2023,1,2,2.0,2,4,4.0,2.0,2,产品与应用,高值活性分子,应用产品,核苷酸；生物农药；肌醇,"企业,学校",产品与应用,高值活性分子,应用产品
海天水务集团股份公司,中国,成都市,2023,2023,1,3,3.0,3,3,3.0,3.0,3,生物过程与规模化,生物反应器,生产制造,生物反应器,企业,生物过程与规模化,生物反应器,生产制造
海天醋业(广东)有限公司,中国,佛山,2024,2024,3,12,4.0,4,12,4.0,4.0,4,生物过程与规模化,发酵工程,生产制造,液态发酵,企业,生物过程与规模化,发酵工程,生产制造
海天醋业集团有限公司,中国,宿迁市,2022,2023,2,5,2.5,4,5,2.5,2.5,4,产品与应用；生物过程与规模化,发酵工程；氨基酸与有机酸发酵产品,应用产品；生产制造,液态发酵；甲硫氨酸,企业,产品与应用,氨基酸与有机酸发酵产品,应用产品
海孵(海南自贸区)医疗科技有限责任公司,中国,海口市,2023,2023,1,1,1.0,1,1,1.0,1.0,1,产品与应用,重组药物与生物活性原料,应用产品,胶原蛋白,企业,产品与应用,重组药物与生物活性原料,应用产品
海安市鸿泰新材料有限公司,中国,南通市,2023,2023,1,4,4.0,4,7,7.0,4.0,4,生物过程与规模化,发酵工程,生产制造,发酵生产；发酵罐,企业,生物过程与规模化,发酵工程,生产制造
海尼达(江苏)医疗科技有限公司,中国,南京,2024,2024,1,1,1.0,1,1,1.0,1.0,1,产品与应用,重组药物与生物活性原料,应用产品,透明质酸,企业,产品与应用,重组药物与生物活性原料,应用产品
海德堡医药研究有限责任公司,德国,,2024,2024,1,4,4.0,4,4,4.0,4.0,4,酶与蛋白质工程,生物催化,生产制造,酶促转化,企业,酶与蛋白质工程,生物催化,生产制造
海林市中农国泰生物科技有限公司,中国,牡丹江市,2021,2021,1,3,3.0,3,3,3.0,3.0,3,原料与低碳路线,非粮生物质,原料层,木质纤维素,企业,原料与低碳路线,非粮生物质,原料层
海正药业(杭州)有限公司,中国,杭州市,2022,2022,1,2,2.0,2,3,3.0,2.0,2,产品与应用,平台化合物,应用产品,丁二酸；蛋氨酸,企业,产品与应用,平台化合物,应用产品
海牙森生物公司,加拿大,,2024,2024,2,4,2.0,2,4,2.0,2.0,2,产品与应用,高值活性分子,应用产品,核苷酸,企业,产品与应用,高值活性分子,应用产品
海珂分子(北京)科技有限责任公司,中国,北京,2024,2024,1,1,1.0,1,1,1.0,1.0,1,产品与应用,重组药物与生物活性原料,应用产品,单克隆抗体,"企业,科研单位",产品与应用,重组药物与生物活性原料,应用产品
海珂分子(北京)科技有限责任公司,中国,北京市,2023,2023,1,4,4.0,4,8,8.0,4.0,4,测试筛选与自动化,高通量构建与筛选,底层工具,单细胞分选；高通量筛选,"企业,科研单位",测试筛选与自动化,高通量构建与筛选,底层工具
海诺生物科技有限公司,中国,香港,2025,2025,1,4,4.0,4,5,5.0,4.0,4,生物过程与规模化,工艺放大与中试,生产制造,丙酮酸；规模化培养,企业,生物过程与规模化,工艺放大与中试,生产制造
海迈医疗科技(苏州)有限公司,中国,苏州,2025,2025,1,4,4.0,4,4,4.0,4.0,4,前沿生物制造,组织与器官工程制造,前沿制造,血管化组织,企业,前沿生物制造,组织与器官工程制造,前沿制造
海阳市畜牧兽医站,中国,烟台市,2021,2021,1,1,1.0,1,1,1.0,1.0,1,产品与应用,氨基酸与有机酸发酵产品,应用产品,柠檬酸；苏氨酸；赖氨酸,机关团体,产品与应用,氨基酸与有机酸发酵产品,应用产品
涂锡斌,中国,漳州市,2023,2023,1,3,3.0,3,3,3.0,3.0,3,生物过程与规模化,生物反应器,生产制造,发酵罐,个人,生物过程与规模化,生物反应器,生产制造
消感卫士(山东)医疗用品有限公司,中国,泰安,2024,2024,1,4,4.0,4,4,4.0,4.0,4,生物过程与规模化,发酵工程,生产制造,发酵工程,企业,生物过程与规模化,发酵工程,生产制造
涌源合生科技(深圳)有限公司,中国,深圳,2025,2025,2,6,3.0,4,6,3.0,3.0,4,DNA/RNA读写编辑；产品与应用,基因合成；高值活性分子,应用产品；底层工具,DNA合成；核苷酸,企业,DNA/RNA读写编辑,基因合成,底层工具
涌源合生科技(深圳)有限公司,中国,深圳市,2023,2023,1,4,4.0,4,4,4.0,4.0,4,酶与蛋白质工程,酶工程,技术平台,酶工程,企业,酶与蛋白质工程,酶工程,技术平台
润方(长春)生物科技有限公司,中国,长春市,2023,2023,1,4,4.0,4,9,9.0,4.0,4,代谢工程与细胞工厂,表达系统,技术平台,分离纯化；核苷酸；诱导表达；超滤浓缩,企业,代谢工程与细胞工厂,表达系统,技术平台
润田之光(北京)农业科技有限公司,中国,北京,2025,2025,1,1,1.0,1,1,1.0,1.0,1,产品与应用,氨基酸与有机酸发酵产品,应用产品,蛋氨酸,企业,产品与应用,氨基酸与有机酸发酵产品,应用产品
润盈生物工程(上海)有限公司,中国,上海市,2022,2022,1,1,1.0,1,1,1.0,1.0,1,产品与应用,氨基酸与有机酸发酵产品,应用产品,柠檬酸；谷氨酸,企业,产品与应用,氨基酸与有机酸发酵产品,应用产品
润科生物工程(福建)有限公司,中国,漳州市,2021,2023,2,8,4.0,4,11,5.5,4.0,4,测试筛选与自动化；生物过程与规模化,发酵工程；高通量构建与筛选,底层工具；生产制造,微生物发酵；柠檬酸；生物发酵；虾青素；谷氨酸；高通量筛选,企业,测试筛选与自动化,高通量构建与筛选,底层工具
润都制药(荆门)有限公司,中国,荆门,2025,2025,1,4,4.0,4,5,5.0,4.0,4,酶与蛋白质工程,酶工程,技术平台,丙氨酸；精氨酸；苏氨酸；蛋氨酸；酶工程,"企业,企业",酶与蛋白质工程,酶工程,技术平台
淄博三田化工装备有限公司,中国,淄博市,2021,2022,2,8,4.0,4,8,4.0,4.0,4,生物过程与规模化,发酵工程,生产制造,发酵工程；微生物发酵；生物发酵,企业,生物过程与规模化,发酵工程,生产制造
淄博尚玖商贸有限公司,中国,淄博,2025,2025,1,1,1.0,1,1,1.0,1.0,1,产品与应用,氨基酸与有机酸发酵产品,应用产品,丙酸,企业,产品与应用,氨基酸与有机酸发酵产品,应用产品
淄博康业环保科技有限公司,中国,淄博,2025,2025,1,4,4.0,4,5,5.0,4.0,4,酶与蛋白质工程,生物催化,生产制造,生物催化；葡萄糖酸,企业,酶与蛋白质工程,生物催化,生产制造
淄博新农基作物科学有限公司,中国,淄博市,2023,2023,1,1,1.0,1,1,1.0,1.0,1,产品与应用,氨基酸与有机酸发酵产品,应用产品,谷氨酸,企业,产品与应用,氨基酸与有机酸发酵产品,应用产品
淄博汇创生物科技有限公司,中国,淄博市,2022,2022,1,3,3.0,3,4,4.0,3.0,3,生物过程与规模化,生物反应器,生产制造,发酵罐；柠檬酸,"个人,企业",生物过程与规模化,生物反应器,生产制造
淄博汇邦环境工程有限公司,中国,淄博,2025,2025,1,3,3.0,3,3,3.0,3.0,3,生物过程与规模化,下游分离纯化,生产制造,发酵液分离；膜分离,企业,生物过程与规模化,下游分离纯化,生产制造
淄博职业学院,中国,淄博市,2022,2023,2,6,3.0,3,6,3.0,3.0,3,生物过程与规模化,下游分离纯化,生产制造,分离纯化；离子交换纯化,学校,生物过程与规模化,下游分离纯化,生产制造
淄博荣昌健康科技有限公司,中国,淄博,2025,2025,1,3,3.0,3,3,3.0,3.0,3,生物过程与规模化,下游分离纯化,生产制造,膜过滤,"企业,企业",生物过程与规模化,下游分离纯化,生产制造
淄博酱倒缸农业发展有限公司,中国,淄博,2024,2024,1,4,4.0,4,4,4.0,4.0,4,生物过程与规模化,发酵工程,生产制造,发酵生产,企业,生物过程与规模化,发酵工程,生产制造
淄博酱倒缸农业发展有限公司,中国,淄博市,2024,2024,1,4,4.0,4,4,4.0,4.0,4,生物过程与规模化,发酵工程,生产制造,发酵生产,企业,生物过程与规模化,发酵工程,生产制造
淄博阳春三月乳业有限公司,中国,淄博,2024,2024,1,3,3.0,3,3,3.0,3.0,3,生物过程与规模化,生物反应器,生产制造,发酵罐,企业,生物过程与规模化,生物反应器,生产制造
淅川县物华生物科技有限公司,中国,南阳,2025,2025,1,3,3.0,3,3,3.0,3.0,3,生物过程与规模化,生物反应器,生产制造,发酵罐,企业,生物过程与规模化,生物反应器,生产制造
淇嘉科技(苏州)有限公司,中国,苏州,2024,2024,2,6,3.0,3,6,3.0,3.0,3,前沿生物制造,干细胞与细胞规模制造,前沿制造,诱导多能干细胞,企业,前沿生物制造,干细胞与细胞规模制造,前沿制造
淮北师范大学,中国,淮北,2024,2025,3,8,2.6666666666666665,3,9,3.0,2.6666666666666665,3,产品与应用；生物过程与规模化,生物反应器；高值活性分子,应用产品；生产制造,丙酸；发酵罐；核苷酸,学校,生物过程与规模化,生物反应器,生产制造
淮北师范大学,中国,淮北市,2021,2023,13,39,3.0,4,51,3.923076923076923,3.0,4,DNA/RNA读写编辑；产品与应用；代谢工程与细胞工厂；生物过程与规模化,代谢工程；发酵工程；基因与基因组编辑；氨基酸与有机酸发酵产品；生物反应器；高值活性分子,应用产品；底层工具；技术平台；生产制造,CRISPR；丙酸；代谢工程；发酵罐；微生物发酵；柠檬酸；核苷酸；液态发酵；生物发酵；补料分批发酵；赖氨酸,学校,生物过程与规模化,发酵工程,生产制造
淮北矿业绿色化工新材料研究院有限公司,中国,淮北,2024,2024,2,5,2.5,4,5,2.5,2.5,4,产品与应用；底盘细胞与菌株工程,工业菌种创制；氨基酸与有机酸发酵产品,应用产品；技术平台,柠檬酸；高产菌株,"企业；企业,学校",底盘细胞与菌株工程,工业菌种创制,技术平台
淮南师范学院,中国,淮南,2025,2025,2,6,3.0,4,6,3.0,3.0,4,产品与应用；酶与蛋白质工程,环境修复与资源化；生物催化,应用产品；生产制造,微生物降解塑料；生物转化,学校,酶与蛋白质工程,生物催化,生产制造
淮安市井沅科技有限公司,中国,淮安市,2022,2022,1,3,3.0,3,3,3.0,3.0,3,生物过程与规模化,下游分离纯化,生产制造,膜过滤,企业,生物过程与规模化,下游分离纯化,生产制造
淮安市博彦土木工程科学研究院有限公司,中国,淮安,2025,2025,1,2,2.0,2,2,2.0,2.0,2,产品与应用,可降解聚合物,应用产品,聚乳酸,企业,产品与应用,可降解聚合物,应用产品
淮安淮香源食品有限公司,中国,淮安市,2023,2023,1,4,4.0,4,7,7.0,4.0,4,生物过程与规模化,发酵工程,生产制造,发酵罐；微生物发酵；生物发酵,企业,生物过程与规模化,发酵工程,生产制造
淮安清江石油化工有限责任公司,中国,淮安市,2021,2021,1,4,4.0,4,9,9.0,4.0,4,生物过程与规模化,发酵工程,生产制造,生物发酵；膜过滤；长链二元酸,企业,生物过程与规模化,发酵工程,生产制造
淮海工学院,中国,连云港市,2021,2021,2,8,4.0,4,8,4.0,4.0,4,生物过程与规模化,发酵工程,生产制造,固态发酵,学校,生物过程与规模化,发酵工程,生产制造
淮阴工学院,中国,淮安,2024,2025,7,26,3.7142857142857144,4,38,5.428571428571429,3.7142857142857144,4,代谢工程与细胞工厂；生物过程与规模化,下游分离纯化；发酵工程；表达系统,技术平台；生产制造,分泌表达；分离纯化；发酵液分离；发酵生产；发酵罐；核苷酸；组成型表达；表达盒；诱导表达,学校,代谢工程与细胞工厂,表达系统,技术平台
淮阴工学院,中国,淮安市,2021,2023,22,76,3.4545454545454546,4,105,4.7727272727272725,3.4545454545454546,4,DNA/RNA读写编辑；产品与应用；代谢工程与细胞工厂；底盘细胞与菌株工程；生物过程与规模化；酶与蛋白质工程,发酵工程；基因与基因组编辑；工业菌种创制；平台化合物；氨基酸与有机酸发酵产品；生物催化；生物反应器；蛋白质工程；表达系统；高值活性分子,应用产品；底层工具；技术平台；生产制造,全细胞催化；发酵生产；发酵罐；合成代谢途径；固态发酵；基因敲除；定向突变；工程菌构建；戊二酸；核苷酸；聚乳酸；聚羟基脂肪酸酯；蛋白质工程；表达盒；赖氨酸；高产菌株,"学校；科研单位,学校",生物过程与规模化,发酵工程,技术平台
淮阴师范学院,中国,淮安,2024,2025,6,20,3.3333333333333335,4,29,4.833333333333333,3.3333333333333335,4,DNA/RNA读写编辑；产品与应用；生物过程与规模化；酶与蛋白质工程,发酵工程；基因与基因组编辑；生物催化；高值活性分子,应用产品；底层工具；生产制造,CRISPR；CRISPR-Cas9；发酵生产；基因敲除；柠檬酸；核苷酸；琥珀酸；生物转化,学校,DNA/RNA读写编辑,基因与基因组编辑,生产制造
淮阴师范学院,中国,淮安市,2021,2023,13,45,3.4615384615384617,4,59,4.538461538461538,3.4615384615384617,4,DNA/RNA读写编辑；产品与应用；代谢工程与细胞工厂；原料与低碳路线；生物过程与规模化,发酵工程；基因与基因组编辑；基因合成；氨基酸与有机酸发酵产品；生物炼制；表达系统；非粮生物质；高值活性分子,原料层；应用产品；底层工具；技术平台；生产制造,CRISPR；丙酸；发酵罐；基因敲除；基因组装；木质纤维素；核苷酸；生物发酵；生物炼制；膜分离；表达盒；谷氨酸,学校,原料与低碳路线,基因与基因组编辑,生产制造
深分支生物技术有限公司,英国,,2025,2025,1,3,3.0,3,3,3.0,3.0,3,生物过程与规模化,生物反应器,生产制造,生物反应器,企业,生物过程与规模化,生物反应器,生产制造
深圳万可森生物科技有限公司,中国,深圳市,2023,2023,1,2,2.0,2,2,2.0,2.0,2,产品与应用,高值活性分子,应用产品,核苷酸,企业,产品与应用,高值活性分子,应用产品
深圳上泰生物工程有限公司,中国,深圳市,2022,2022,1,2,2.0,2,2,2.0,2.0,2,产品与应用,高值活性分子,应用产品,核苷酸,企业,产品与应用,高值活性分子,应用产品
深圳世纪盛源环境科技有限公司,中国,深圳,2024,2024,1,3,3.0,3,3,3.0,3.0,3,生物过程与规模化,生物反应器,生产制造,生物反应器；膜生物反应器,企业,生物过程与规模化,生物反应器,生产制造
